/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,211,498,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,220,691,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,226,664,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,231,850,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,247,874,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,250,531,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,270,671,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,272,742,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,274,573,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,274,656,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,281,811,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,283,518,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,301,797,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,305,705,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,304,647,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,310,580,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,311,744,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,316,826,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,322,791,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,334,534,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,339,948,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,345,470,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,348,497,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,355,92,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,358,705,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,360,642,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,365,852,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,365,348,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,367,587,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,366,699,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,374,788,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,377,804,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,378,379,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,379,839,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,376,744,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,379,628,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,383,555,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,392,904,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,398,508,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,397,592,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,397,359,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,406,842,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,410,711,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,410,769,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,414,806,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,420,416,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,416,509,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,419,916,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,427,878,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,439,583,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,443,904,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,455,345,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,451,610,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,453,894,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,458,851,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,465,763,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,466,914,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,475,458,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,474,481,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,476,941,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,480,709,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,483,794,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,487,406,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,488,852,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,496,925,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,495,689,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,509,751,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,511,449,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,520,524,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,513,740,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,511,945,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,525,610,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,534,509,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,533,959,60,60
/media/fillan/LINUX MINT/ML/Lmx1b/Image 1 Rescaled.tif,2609,3846,Cell,552,548,60,60
